dataset,subject,uid,question,option_a,option_b,option_c,option_d,answer,text_gt
MedMCQA,general,medmcqa::validation::2584,Streptococcus mutans is considered to be a principal etiologic agent of caries because it produces organic acids and it:,Forms a gelatinous matrix,bMetabolizes substrate from saliva,Derives energy from enamel constituents,Lives symbiotically with lactobacillus,A,Streptococcus mutans is considered to be a principal etiologic agent of caries because it produces organic acids and it:
MedMCQA,general,medmcqa::validation::2585,"In Rh lso Immunisation, exchange transfusion is indicated if –",Cord blood hemoglobin is less than 10 g %,Cord bilirubin is more than 5 mg,History of previous sibling affected,All of these,D,"In Rh lso Immunisation, exchange transfusion is indicated if –"
MedMCQA,general,medmcqa::validation::2586,The following angle is associated with fracture of,Calcaneum,Talus,Navicular,Cuboid,A,The following angle is associated with fracture of
MedMCQA,general,medmcqa::validation::2587,Which of the following is not a feature of anaphylaxis?,Delayed reaction,Immediate reaction,Passive transfer by serum,None of the above,A,Which of the following is not a feature of anaphylaxis?
MedMCQA,general,medmcqa::validation::2588,"An 8 year old boy during a routine checkup is found to have E. coli 1,00,000 cc/ml on a urine culture. The urine specimen was obtained by mid–stream clean–catch void. The child is asymptomatic. Which is the most appropriate next step in the management –",Treat as an acute episode of urinary tract infection,No therapy,Prophylactic antibiotics for 6 months,Administer long term urine alkalinizer,A,"An 8 year old boy during a routine checkup is found to have E. coli 1,00,000 cc/ml on a urine culture. The urine specimen was obtained by mid–stream clean–catch void. The child is asymptomatic. Which is the most appropriate next step in the management –"
MedMCQA,general,medmcqa::validation::2589,Which type of laser is used in waterlase system?,Argon laser,Diode Laser,Nd:YAG laser,YSGG Laser,D,Which type of laser is used in waterlase system?
MedMCQA,general,medmcqa::validation::2590,Which of the following statements regarding Kawasaki disease is true –,Associated with coronary artery aneurysm in up to 25% of untreated cases,It is the most common cause of vasculitis in children,IV immunoglobulins are recommended only if coronary artery is involved,Lymph node biopsy is used for diagnosis,A,Which of the following statements regarding Kawasaki disease is true –
MedMCQA,general,medmcqa::validation::2591,A patient has had recurrent optic neuritis bilaterally with transverse myelitis. Visual acuity in right eye is 6/60 and left eye is 6/18. Patient showed a 50% response to steroids. Diagnosis is?,Neuromyelitis Optica,Subacute combined degeneration of spinal cord(SACD),Post cerebral aery stroke,Neuro-syphilis,A,A patient has had recurrent optic neuritis bilaterally with transverse myelitis. Visual acuity in right eye is 6/60 and left eye is 6/18. Patient showed a 50% response to steroids. Diagnosis is?
MedMCQA,general,medmcqa::validation::2592,All of the following are reversible long acting contraceptives except:?,Copper T,Laparoscopic tubal ligation,LNG- IUS,Implanon,B,All of the following are reversible long acting contraceptives except:?
MedMCQA,general,medmcqa::validation::2593,The maxillary sinus drains into the,Middle meatus,Inferior meatus,Superior meatus,Sphenoethmoidal recess,A,The maxillary sinus drains into the
MedMCQA,general,medmcqa::validation::2594,Drug not requiring dose adjustment in renal disease is,Aminoglycoside,Vancomycin,Calcium channel blocker,Metronidazole,C,Drug not requiring dose adjustment in renal disease is
MedMCQA,general,medmcqa::validation::2595,Occlusal adjustment is affected by all except:,Compensating curve,Cusp height,Incisal guidance,Postural position,D,Occlusal adjustment is affected by all except:
MedMCQA,general,medmcqa::validation::2596,Dried blood spotes test in neonates is used in testing for:-,Inborn error of metabolism,Blood group,Total cell count,Creatinine and bilirubin,A,Dried blood spotes test in neonates is used in testing for:-
MedMCQA,general,medmcqa::validation::2597,A research was undeaken by a group of psychiatrists and obstetricians to assess postpaum depression in mothers giving bih to male versus female children according to the Edinburgh depression scale (EPDS). What test should be used to compare the outcomes?,Student's t-test,Paired t-test,Chi-square test,Pearson's correlation coefficient,C,A research was undeaken by a group of psychiatrists and obstetricians to assess postpaum depression in mothers giving bih to male versus female children according to the Edinburgh depression scale (EPDS). What test should be used to compare the outcomes?
MedMCQA,general,medmcqa::validation::2598,Splinting of cervical root fracture is done for,40 days,4 months,4 weeks,14 days,B,Splinting of cervical root fracture is done for
MedMCQA,general,medmcqa::validation::2599,true is all except regarding intrafusal fibres,Nuclear bag fibres are lesser,Nuclear chain fibres are shorter and thinner,Secondary endings excited by chain fibres only,Primary endings excited by bag fibres only,D,true is all except regarding intrafusal fibres
MedMCQA,general,medmcqa::validation::2600,Which acid is formed in the citric acid cycle?,Oxaloacetic acid,Glutamic acid,Nitric acid,None of the above,A,Which acid is formed in the citric acid cycle?
MedMCQA,general,medmcqa::validation::2601,Foramen caecum is seen in:,Ethmoid bone,Tongue,Sphenoid,Option 1 and 2,D,Foramen caecum is seen in:
MedMCQA,general,medmcqa::validation::2602,"A 48-years-old male reported to you with fractured central incisor with fracture line extending 4 mm gingival below CEJ with thin bone buccally and thick apicopalatally, treatment of choice is:",Socket shield technique,Post and core,Extraction and implant,Socket preservation,A,"A 48-years-old male reported to you with fractured central incisor with fracture line extending 4 mm gingival below CEJ with thin bone buccally and thick apicopalatally, treatment of choice is:"
MedMCQA,general,medmcqa::validation::2603,Open reduction & fixation of fracture of mandibular condyle is indicated when,Shortening of ramal height is more than 5 mm,Superior 5 mm condyle is fractured,Green stick fracture in children,Condylar fracture which is not dislocated,A,Open reduction & fixation of fracture of mandibular condyle is indicated when
MedMCQA,general,medmcqa::validation::2604,A child presented with respiratory distress was brought to emergency with bag and mask ventilation. Now child is intubated. Chest X–ray shows right–sided deviation of mediastinum with scaphoid abdomen. His Pulse rate is increased. What is the next step ?,Endotracheal intubation,Put a nasogastric tube,Surgery,End tidal CO2 to confirm intubation,B,A child presented with respiratory distress was brought to emergency with bag and mask ventilation. Now child is intubated. Chest X–ray shows right–sided deviation of mediastinum with scaphoid abdomen. His Pulse rate is increased. What is the next step ?
MedMCQA,general,medmcqa::validation::2605,"In the following diagram, the structure marked with arrow has all of the following cell junctions except?",Zona occludens,Zona adherens,Macula adherens,Gap junction,A,"In the following diagram, the structure marked with arrow has all of the following cell junctions except?"
MedMCQA,general,medmcqa::validation::2606,Best graft for alveolar cleft surgery (Or) Patient with cleft palate graft taken from,Posterior iliac crest,Anterior iliac crest,Clavicle,Rib,A,Best graft for alveolar cleft surgery (Or) Patient with cleft palate graft taken from
MedMCQA,general,medmcqa::validation::2607,"Calculate the base deficit in a patient of weight 75 kg with a pH = 6.96, pCO2 = 30 mm Hg and HCO3- = 6 mEq/L:",300 mEq,400 mEq,500 mEq,800 mEq,C,"Calculate the base deficit in a patient of weight 75 kg with a pH = 6.96, pCO2 = 30 mm Hg and HCO3- = 6 mEq/L:"
MedMCQA,general,medmcqa::validation::2608,About zinc oxide eugenol all are true except,ZnO is converted to Zn(OH)2,Reaction is autocatalytic,Water is the byproduct of reaction,Dehydrated ZnO reacts with dehydrated eugenol,D,About zinc oxide eugenol all are true except
MedMCQA,general,medmcqa::validation::2609,In the triangle formed by projection of the orifices of the canals of maxillary molars,Line connecting lingual with mesial is longest,Line connecting mesial to distal is longest,Line connecting distal to lingual is longest,All lines are equal,A,In the triangle formed by projection of the orifices of the canals of maxillary molars
MedMCQA,general,medmcqa::validation::2610,"Storage temperature of RBC, Platelet, and Fresh Frozen Plasma (FFP) are:","RBC 2-6oC, Platelet 20-22oC, FFP-30oC","RBC - 30oC, FFP 2-6oC, Platelet 20-22oC","RBC 20-22oC, Platelet 2-6oC, FFP-30oC","RBC 20-22oC, FFP-30o C, Platelet 2-6oC",A,"Storage temperature of RBC, Platelet, and Fresh Frozen Plasma (FFP) are:"
MedMCQA,general,medmcqa::validation::2611,C shaped root canals are preferably found in (Maximum incidence),Mand 1st molar,Maxillary 2nd molar,Maxillary 1stmolar,Mand 2nd molar,D,C shaped root canals are preferably found in (Maximum incidence)
MedMCQA,general,medmcqa::validation::2612,A patient underwent thyroidectomy for hypehyroidism. Two days later he was presented with features of thyroid storm. What is the most likely cause?,Poor antibiotic coverage,Rough handling during surgery,Removal of parathyroid,Inadequate preoperative preparation,D,A patient underwent thyroidectomy for hypehyroidism. Two days later he was presented with features of thyroid storm. What is the most likely cause?
MedMCQA,general,medmcqa::validation::2613,A 27 years old lady with 20 weeks pregnancy presented with a thyroid nodule on right side. FNAC from the nodule was suggestive of papillary carcinoma. Which of the following is contraindicated in her management?,Total thyroidectomy plus neck node dissection,Right lobectomy,Radioactive iodine ablation,Total thyroidectomy,C,A 27 years old lady with 20 weeks pregnancy presented with a thyroid nodule on right side. FNAC from the nodule was suggestive of papillary carcinoma. Which of the following is contraindicated in her management?
MedMCQA,general,medmcqa::validation::2614,All the following features of skull of a newborn are true except:,Diploe not formed,Styloid process has not fused with rest of temporal bone,Anterior fontanelle open,Mastoid process is of adult size,D,All the following features of skull of a newborn are true except:
MedMCQA,general,medmcqa::validation::2615,"Diminution in normal size of the body, well proportioned body, fine sparse hair on the head and other hairy regions wrinkled atrophic skin and often hypogonadism could be diagnosed as suffering from:",Hypothyroidism,Hypopituitarism,Hyperthyroidism,None of the above,B,"Diminution in normal size of the body, well proportioned body, fine sparse hair on the head and other hairy regions wrinkled atrophic skin and often hypogonadism could be diagnosed as suffering from:"
